Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-03 00:00:00-04:00,12513.2099609375,12562.26953125,12470.4697265625,12536.8095703125,4438940000,0.0,0.0
2020-08-04 00:00:00-04:00,12548.9296875,12612.4697265625,12532.6103515625,12612.1103515625,4414380000,0.0,0.0
2020-08-05 00:00:00-04:00,12612.08984375,12751.3603515625,12612.08984375,12731.5498046875,4535060000,0.0,0.0
2020-08-06 00:00:00-04:00,12702.8798828125,12731.2900390625,12659.3095703125,12729.169921875,4278930000,0.0,0.0
2020-08-07 00:00:00-04:00,12655.7001953125,12766.0498046875,12650.6796875,12765.83984375,4110030000,0.0,0.0
2020-08-10 00:00:00-04:00,12797.7802734375,12854.51953125,12794.5302734375,12844.01953125,4327920000,0.0,0.0
2020-08-11 00:00:00-04:00,12996.4296875,13003.58984375,12826.8701171875,12849.4296875,4880540000,0.0,0.0
2020-08-12 00:00:00-04:00,12984.900390625,13010.8603515625,12944.7802734375,12974.830078125,3772250000,0.0,0.0
2020-08-13 00:00:00-04:00,12914.7001953125,12965.58984375,12885.509765625,12919.150390625,3438730000,0.0,0.0
2020-08-14 00:00:00-04:00,12864.740234375,12932.8896484375,12856.6904296875,12902.5,3200060000,0.0,0.0
2020-08-17 00:00:00-04:00,12942.3095703125,12954.919921875,12917.7197265625,12936.1103515625,3460330000,0.0,0.0
2020-08-18 00:00:00-04:00,12967.9404296875,12975.5400390625,12877.1904296875,12910.330078125,3669550000,0.0,0.0
2020-08-19 00:00:00-04:00,12931.080078125,12946.8095703125,12843.2802734375,12859.8798828125,3679480000,0.0,0.0
2020-08-20 00:00:00-04:00,12751.2900390625,12832.330078125,12739.0,12812.8603515625,3431040000,0.0,0.0
2020-08-21 00:00:00-04:00,12782.0595703125,12814.1103515625,12762.9404296875,12809.0703125,3505010000,0.0,0.0
2020-08-24 00:00:00-04:00,12904.9501953125,12973.400390625,12881.400390625,12972.8798828125,3743410000,0.0,0.0
2020-08-25 00:00:00-04:00,13029.900390625,13029.900390625,12943.150390625,13001.990234375,3627650000,0.0,0.0
2020-08-26 00:00:00-04:00,13006.1796875,13057.8603515625,12975.9599609375,13042.5400390625,3780530000,0.0,0.0
2020-08-27 00:00:00-04:00,13066.150390625,13111.4501953125,13012.9697265625,13068.8095703125,3955890000,0.0,0.0
2020-08-28 00:00:00-04:00,13115.3701171875,13173.9697265625,13066.7197265625,13170.9599609375,3868510000,0.0,0.0
2020-08-31 00:00:00-04:00,13134.3896484375,13136.5498046875,13043.6298828125,13045.599609375,4348280000,0.0,0.0
2020-09-01 00:00:00-04:00,13032.0400390625,13113.9296875,13004.169921875,13113.740234375,4101490000,0.0,0.0
2020-09-02 00:00:00-04:00,13132.7099609375,13299.73046875,13112.8203125,13276.740234375,4295640000,0.0,0.0
2020-09-03 00:00:00-04:00,13253.7998046875,13285.08984375,12887.599609375,12966.1396484375,4911830000,0.0,0.0
2020-09-04 00:00:00-04:00,13022.4697265625,13069.9697265625,12723.7900390625,12966.1396484375,4438720000,0.0,0.0
2020-09-08 00:00:00-04:00,12777.5498046875,12816.0,12659.16015625,12688.0703125,4694330000,0.0,0.0
2020-09-09 00:00:00-04:00,12806.240234375,12969.4599609375,12803.740234375,12885.7998046875,3932520000,0.0,0.0
2020-09-10 00:00:00-04:00,12924.5,12964.2001953125,12688.3203125,12706.6904296875,4208630000,0.0,0.0
2020-09-11 00:00:00-04:00,12779.98046875,12827.8603515625,12683.33984375,12773.0400390625,3710090000,0.0,0.0
2020-09-14 00:00:00-04:00,12868.3095703125,12970.5703125,12858.1796875,12932.6904296875,3839580000,0.0,0.0
2020-09-15 00:00:00-04:00,13010.9697265625,13047.48046875,12942.51953125,12967.1796875,4057190000,0.0,0.0
2020-09-16 00:00:00-04:00,13013.4599609375,13128.6796875,12990.7001953125,12997.8603515625,4718900000,0.0,0.0
2020-09-17 00:00:00-04:00,12866.169921875,12981.33984375,12824.4404296875,12948.4501953125,4379840000,0.0,0.0
2020-09-18 00:00:00-04:00,12937.599609375,12962.6396484375,12779.400390625,12833.5703125,7076400000,0.0,0.0
2020-09-21 00:00:00-04:00,12617.4501953125,12833.5703125,12421.150390625,12833.5703125,4836070000,0.0,0.0
2020-09-22 00:00:00-04:00,12575.1904296875,12636.2099609375,12502.25,12602.5400390625,3974510000,0.0,0.0
2020-09-23 00:00:00-04:00,12630.5302734375,12657.2001953125,12355.4296875,12359.16015625,4378650000,0.0,0.0
2020-09-24 00:00:00-04:00,12314.580078125,12476.1298828125,12228.9697265625,12365.5400390625,4601920000,0.0,0.0
2020-09-25 00:00:00-04:00,12293.8896484375,12507.9296875,12281.98046875,12485.3798828125,3803330000,0.0,0.0
2020-09-28 00:00:00-04:00,12650.0498046875,12735.16015625,12642.9697265625,12677.5400390625,3950910000,0.0,0.0
2020-09-29 00:00:00-04:00,12660.9296875,12688.7001953125,12562.5302734375,12602.6396484375,3661590000,0.0,0.0
2020-09-30 00:00:00-04:00,12643.4501953125,12795.6298828125,12621.509765625,12701.8896484375,4738640000,0.0,0.0
2020-10-01 00:00:00-04:00,12759.66015625,12792.6201171875,12656.3095703125,12726.83984375,4076340000,0.0,0.0
2020-10-02 00:00:00-04:00,12554.1201171875,12803.51953125,12551.9697265625,12749.7900390625,3975180000,0.0,0.0
2020-10-05 00:00:00-04:00,12842.490234375,12957.5595703125,12842.490234375,12949.650390625,3692720000,0.0,0.0
2020-10-06 00:00:00-04:00,12995.9501953125,13083.2998046875,12824.2001953125,12837.8798828125,4453390000,0.0,0.0
2020-10-07 00:00:00-04:00,12950.5595703125,13073.0,12950.5595703125,13042.330078125,3814750000,0.0,0.0
2020-10-08 00:00:00-04:00,13116.1298828125,13191.009765625,13100.9697265625,13190.580078125,3867640000,0.0,0.0
2020-10-09 00:00:00-04:00,13256.8203125,13297.0,13207.58984375,13252.6201171875,3944090000,0.0,0.0
2020-10-12 00:00:00-04:00,13289.5498046875,13350.58984375,13274.9404296875,13324.8701171875,3435760000,0.0,0.0
2020-10-13 00:00:00-04:00,13271.25,13280.1904296875,13181.58984375,13211.9501953125,3611100000,0.0,0.0
2020-10-14 00:00:00-04:00,13222.3603515625,13267.16015625,13135.900390625,13143.16015625,3858510000,0.0,0.0
2020-10-15 00:00:00-04:00,12974.1298828125,13148.7001953125,12960.98046875,13137.25,3724550000,0.0,0.0
2020-10-16 00:00:00-04:00,13183.6103515625,13241.5302734375,13164.5400390625,13169.3203125,4688030000,0.0,0.0
2020-10-19 00:00:00-04:00,13169.3203125,13247.75,12999.41015625,13018.509765625,4091080000,0.0,0.0
2020-10-20 00:00:00-04:00,13018.509765625,13198.01953125,13018.509765625,13092.16015625,3917850000,0.0,0.0
2020-10-21 00:00:00-04:00,13092.16015625,13153.419921875,13039.349609375,13040.1298828125,4103960000,0.0,0.0
2020-10-22 00:00:00-04:00,13040.1298828125,13162.7998046875,13002.9599609375,13145.919921875,4172060000,0.0,0.0
2020-10-23 00:00:00-04:00,13145.919921875,13215.58984375,13117.8203125,13199.8603515625,3651600000,0.0,0.0
2020-10-26 00:00:00-04:00,13063.7998046875,13063.7998046875,12815.2802734375,12936.3896484375,4002210000,0.0,0.0
2020-10-27 00:00:00-04:00,12921.25,12934.1103515625,12817.8701171875,12817.8701171875,3962400000,0.0,0.0
2020-10-28 00:00:00-04:00,12575.2900390625,12617.580078125,12411.099609375,12415.419921875,5139970000,0.0,0.0
2020-10-29 00:00:00-04:00,12409.0400390625,12584.4697265625,12317.7998046875,12502.2900390625,4911860000,0.0,0.0
2020-10-30 00:00:00-04:00,12448.6904296875,12492.6201171875,12293.75,12429.330078125,4843930000,0.0,0.0
2020-11-02 00:00:00-05:00,12573.33984375,12675.1298828125,12535.9296875,12662.169921875,4314690000,0.0,0.0
2020-11-03 00:00:00-05:00,12781.169921875,12936.900390625,12781.169921875,12877.4501953125,4241380000,0.0,0.0
2020-11-04 00:00:00-05:00,12916.23046875,13161.51953125,12868.6201171875,12978.9501953125,4790400000,0.0,0.0
2020-11-05 00:00:00-05:00,13125.75,13252.830078125,13125.75,13199.1201171875,4858150000,0.0,0.0
2020-11-06 00:00:00-05:00,13233.4501953125,13270.4697265625,13188.240234375,13218.669921875,4842460000,0.0,0.0
2020-11-09 00:00:00-05:00,13726.2099609375,13930.8798828125,13608.3798828125,13611.650390625,8570510000,0.0,0.0
2020-11-10 00:00:00-05:00,13663.1796875,13732.6201171875,13577.01953125,13707.990234375,6037470000,0.0,0.0
2020-11-11 00:00:00-05:00,13779.9296875,13779.9296875,13669.8896484375,13724.7802734375,4635560000,0.0,0.0
2020-11-12 00:00:00-05:00,13645.4501953125,13675.240234375,13476.23046875,13551.4697265625,4909660000,0.0,0.0
2020-11-13 00:00:00-05:00,13644.9501953125,13787.7001953125,13644.9501953125,13761.3203125,4719580000,0.0,0.0
2020-11-16 00:00:00-05:00,13946.1904296875,13985.509765625,13879.1796875,13982.1904296875,5295510000,0.0,0.0
2020-11-17 00:00:00-05:00,13880.8095703125,13989.33984375,13818.759765625,13949.099609375,4812180000,0.0,0.0
2020-11-18 00:00:00-05:00,13986.41015625,14004.6103515625,13808.3701171875,13808.650390625,5284810000,0.0,0.0
2020-11-19 00:00:00-05:00,13765.51953125,13871.259765625,13714.26953125,13863.23046875,4363370000,0.0,0.0
2020-11-20 00:00:00-05:00,13853.1201171875,13883.4501953125,13810.240234375,13827.0,4236370000,0.0,0.0
2020-11-23 00:00:00-05:00,13827.0,14029.330078125,13827.0,13998.240234375,5057550000,0.0,0.0
2020-11-24 00:00:00-05:00,14158.7099609375,14271.08984375,14138.3798828125,14249.5,6280290000,0.0,0.0
2020-11-25 00:00:00-05:00,14249.5,14249.5,14122.099609375,14191.580078125,4910440000,0.0,0.0
2020-11-27 00:00:00-05:00,14191.580078125,14229.1201171875,14165.7099609375,14198.5,2778390000,0.0,0.0
2020-11-30 00:00:00-05:00,14140.9501953125,14140.9501953125,13977.0498046875,14006.4599609375,6308410000,0.0,0.0
2020-12-01 00:00:00-05:00,14183.4501953125,14233.4599609375,14131.330078125,14146.6396484375,5418480000,0.0,0.0
2020-12-02 00:00:00-05:00,14104.0595703125,14198.7900390625,14076.7099609375,14188.240234375,5041250000,0.0,0.0
2020-12-03 00:00:00-05:00,14210.5400390625,14283.73046875,14184.490234375,14217.1796875,5065340000,0.0,0.0
2020-12-04 00:00:00-05:00,14299.509765625,14417.400390625,14297.73046875,14417.330078125,5099620000,0.0,0.0
2020-12-07 00:00:00-05:00,14375.5498046875,14386.98046875,14314.4697265625,14354.9697265625,4804500000,0.0,0.0
2020-12-08 00:00:00-05:00,14304.1396484375,14424.98046875,14304.1396484375,14402.169921875,4584390000,0.0,0.0
2020-12-09 00:00:00-05:00,14466.0703125,14476.6796875,14293.26953125,14374.080078125,5232800000,0.0,0.0
2020-12-10 00:00:00-05:00,14310.400390625,14413.0595703125,14290.9296875,14394.33984375,4658480000,0.0,0.0
2020-12-11 00:00:00-05:00,14332.9697265625,14369.240234375,14260.8896484375,14355.2900390625,4375470000,0.0,0.0
2020-12-14 00:00:00-05:00,14445.3603515625,14459.650390625,14214.0302734375,14214.9296875,4623850000,0.0,0.0
2020-12-15 00:00:00-05:00,14303.0302734375,14410.150390625,14271.3603515625,14402.3203125,4387080000,0.0,0.0
2020-12-16 00:00:00-05:00,14426.080078125,14442.8896484375,14370.509765625,14408.9404296875,4067040000,0.0,0.0
2020-12-17 00:00:00-05:00,14488.6904296875,14519.990234375,14472.1904296875,14516.73046875,4192810000,0.0,0.0
2020-12-18 00:00:00-05:00,14525.740234375,14529.8798828125,14394.349609375,14467.8203125,7097100000,0.0,0.0
2020-12-21 00:00:00-05:00,14257.73046875,14408.1103515625,14171.76953125,14378.849609375,4748580000,0.0,0.0
2020-12-22 00:00:00-05:00,14368.5595703125,14368.990234375,14305.6201171875,14321.33984375,4053310000,0.0,0.0
2020-12-23 00:00:00-05:00,14397.009765625,14457.2900390625,14397.009765625,14398.6201171875,3779160000,0.0,0.0
2020-12-24 00:00:00-05:00,14398.6201171875,14398.6201171875,14324.76953125,14382.5,1883780000,0.0,0.0
2020-12-28 00:00:00-05:00,14476.349609375,14481.48046875,14396.23046875,14405.76953125,3535460000,0.0,0.0
2020-12-29 00:00:00-05:00,14500.0302734375,14515.8095703125,14371.8701171875,14397.919921875,3393290000,0.0,0.0
2020-12-30 00:00:00-05:00,14447.9599609375,14520.5703125,14447.9599609375,14477.48046875,3154850000,0.0,0.0
2020-12-31 00:00:00-05:00,14469.0,14533.2099609375,14422.740234375,14524.7998046875,3179040000,0.0,0.0
2021-01-04 00:00:00-05:00,14601.4501953125,14605.75,14258.25,14376.7001953125,5015000000,0.0,0.0
2021-01-05 00:00:00-05:00,14378.7001953125,14579.2802734375,14378.7001953125,14536.5302734375,4591020000,0.0,0.0
2021-01-06 00:00:00-05:00,14594.48046875,14898.490234375,14590.41015625,14788.83984375,6064110000,0.0,0.0
2021-01-07 00:00:00-05:00,14866.919921875,14948.2998046875,14849.349609375,14928.75,5099160000,0.0,0.0
2021-01-08 00:00:00-05:00,14990.51953125,15006.16015625,14818.7998046875,14966.830078125,4773040000,0.0,0.0
2021-01-11 00:00:00-05:00,14828.0302734375,14975.26953125,14817.740234375,14937.9599609375,4465430000,0.0,0.0
2021-01-12 00:00:00-05:00,14970.7802734375,15024.51953125,14923.8203125,15010.2900390625,4994950000,0.0,0.0
2021-01-13 00:00:00-05:00,15017.01953125,15045.5400390625,14931.1201171875,14983.6103515625,4602510000,0.0,0.0
2021-01-14 00:00:00-05:00,15063.5595703125,15129.1201171875,15037.2900390625,15044.3798828125,5198480000,0.0,0.0
2021-01-15 00:00:00-05:00,14949.33984375,14952.33984375,14791.650390625,14894.169921875,5369820000,0.0,0.0
2021-01-19 00:00:00-05:00,15026.6396484375,15037.490234375,14958.7197265625,14987.33984375,5014440000,0.0,0.0
2021-01-20 00:00:00-05:00,15067.8603515625,15114.1103515625,15029.2802734375,15097.2802734375,4566190000,0.0,0.0
2021-01-21 00:00:00-05:00,15102.5302734375,15102.5302734375,14998.8603515625,15019.0498046875,4501760000,0.0,0.0
2021-01-22 00:00:00-05:00,14895.73046875,14979.9501953125,14881.3798828125,14951.83984375,5110890000,0.0,0.0
2021-01-25 00:00:00-05:00,14951.83984375,14957.98046875,14765.4296875,14935.2900390625,7000840000,0.0,0.0
2021-01-26 00:00:00-05:00,14935.2900390625,14995.5498046875,14860.5595703125,14867.3701171875,6137500000,0.0,0.0
2021-01-27 00:00:00-05:00,14867.3701171875,14867.3701171875,14447.3603515625,14487.73046875,9976520000,0.0,0.0
2021-01-28 00:00:00-05:00,14487.73046875,14767.5498046875,14487.73046875,14669.51953125,6992770000,0.0,0.0
2021-01-29 00:00:00-05:00,14669.51953125,14669.51953125,14328.4599609375,14397.2001953125,6643370000,0.0,0.0
2021-02-01 00:00:00-05:00,14397.2001953125,14623.4404296875,14397.2001953125,14596.1796875,5436230000,0.0,0.0
2021-02-02 00:00:00-05:00,14596.1796875,14830.7900390625,14596.1796875,14768.580078125,5514090000,0.0,0.0
2021-02-03 00:00:00-05:00,14768.580078125,14871.5703125,14753.3095703125,14839.0595703125,4864870000,0.0,0.0
2021-02-04 00:00:00-05:00,14839.0595703125,14976.1796875,14839.0595703125,14975.4296875,4879240000,0.0,0.0
2021-02-05 00:00:00-05:00,14975.4296875,15087.9697265625,14975.4296875,15069.599609375,4879470000,0.0,0.0
2021-02-08 00:00:00-05:00,15069.599609375,15226.650390625,15069.599609375,15226.6103515625,4648360000,0.0,0.0
2021-02-09 00:00:00-05:00,15226.6103515625,15266.830078125,15168.669921875,15244.400390625,4568320000,0.0,0.0
2021-02-10 00:00:00-05:00,15244.400390625,15343.7802734375,15183.9599609375,15273.900390625,4837070000,0.0,0.0
2021-02-11 00:00:00-05:00,15273.900390625,15341.33984375,15195.849609375,15297.08984375,4590960000,0.0,0.0
2021-02-12 00:00:00-05:00,15297.08984375,15373.76953125,15254.8701171875,15369.599609375,4135060000,0.0,0.0
2021-02-16 00:00:00-05:00,15370.2197265625,15483.2001953125,15370.2197265625,15423.01953125,5058990000,0.0,0.0
2021-02-17 00:00:00-05:00,15423.01953125,15423.01953125,15289.400390625,15402.58984375,4730650000,0.0,0.0
2021-02-18 00:00:00-05:00,15402.58984375,15402.58984375,15205.0400390625,15290.6396484375,4793650000,0.0,0.0
2021-02-19 00:00:00-05:00,15290.6396484375,15418.5703125,15290.6396484375,15362.6904296875,4845320000,0.0,0.0
2021-02-22 00:00:00-05:00,15362.6904296875,15423.6298828125,15264.849609375,15340.4697265625,5917100000,0.0,0.0
2021-02-23 00:00:00-05:00,15340.4697265625,15404.6796875,15089.98046875,15359.1298828125,6296610000,0.0,0.0
